journal_title,alt_title,pissn,eissn,language,publisher,country_of_pub,APC,waiver,date_added_to_doaj,APC_in_dollar
Iniciação Científica Cesumar,Iniciação Científica - Cesumar,1518-1243,2176-9192,Portuguese,Centro Universitário de Maringá,Brazil,FALSE,FALSE,2012-09-25T14:04:50Z,NA
Holos,NA,1518-1634,1807-1600,"English, Portuguese, Spanish","Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",Brazil,FALSE,FALSE,2010-10-22T12:53:27Z,NA
Revista Eletrônica de Enfermagem,NA,NA,1518-1944,"Portuguese, English, Spanish",Universidade Federal de Goias,Brazil,TRUE,FALSE,2005-03-18T10:53:31Z,193.376
Geografares,NA,1518-2002,2175-3709,"French, Portuguese, Spanish",Editora da Geografia,Brazil,FALSE,FALSE,2012-12-12T10:34:14Z,NA
Revista Eptic,"Revista Eletrônica Internacional de Economia Política da Informação, da Comunicação e da Cultura",NA,1518-2487,"Portuguese, Spanish",Universidade Federal de Sergipe,Brazil,FALSE,FALSE,2016-02-22T12:56:16Z,NA
Revista Forum,NA,1518-2509,2525-6211,Portuguese,Instituto Nacional de Educação de Surdos,Brazil,FALSE,FALSE,2017-10-23T20:32:38Z,NA
Ciência Animal Brasileira,NA,1518-2797,1809-6891,"English, Portuguese",Universidade Federal de Goiás,Brazil,TRUE,FALSE,2010-04-27T09:32:46Z,154.7008
Encontros Bibli,Encontros Biblioteconomia,NA,1518-2924,"English, Portuguese, Spanish",Universidade Federal de Santa Catarina (UFSC),Brazil,FALSE,FALSE,2017-06-02T16:54:17Z,NA
Mneme: Revista de Humanidades,Mneme,NA,1518-3394,Portuguese,Universidade Federal do Rio Grande do Norte,Brazil,FALSE,FALSE,2016-09-08T14:06:02Z,NA
Revista Diálogo Educacional,NA,1518-3483,1981-416X,"English, Portuguese, Spanish",Editora Universitária Champagnat - PUCPRESS,Brazil,FALSE,FALSE,2019-07-29T01:09:09Z,NA
Ciencias Sociales y Religión,Ciências Sociais e Religião,1518-4463,1982-2650,"Portuguese, Spanish",Universidade Estadual de Campinas,Brazil,FALSE,FALSE,2021-05-20T21:03:04Z,NA
Revista de Ciências Humanas,NA,1518-4684,1981-9250,Portuguese,Universidade Regional Integrada do Alto Uruguai e das Missões (URI),Brazil,FALSE,FALSE,2018-11-23T18:23:00Z,NA
Revista Textura,NA,1518-4919,2358-0801,"English, Portuguese, Spanish",Universidade Luterana do Brasil,Brazil,FALSE,FALSE,2015-04-23T14:34:56Z,NA
Olhar de Professor,NA,1518-5648,1984-0187,"Portuguese, English, Spanish",Universidade Estadual de Ponta Grossa,Brazil,FALSE,FALSE,2021-07-03T11:57:11Z,NA
GeoNordeste,Revista GeoNordeste,1518-6059,2318-2695,Portuguese,Programa de Pós-graduação em Geografia (PPGEO),Brazil,FALSE,FALSE,2018-01-13T19:07:34Z,NA
Em Extensão,NA,1518-6369,1982-7687,Portuguese,Editora da Universidade Federal de Uberlândia,Brazil,FALSE,FALSE,2017-05-05T08:40:29Z,NA
Revista Brasileira do Caribe,NA,1518-6784,1984-6169,"English, Portuguese, Spanish",Universidade Federal do Maranhão,Brazil,FALSE,TRUE,2018-03-06T18:07:09Z,NA
Interações (Campo Grande),NA,1518-7012,NA,"English, French, Portuguese, Spanish",Universidade Católica Dom Bosco,Brazil,FALSE,FALSE,2007-11-15T13:12:03Z,NA
Revista de Ciências da Educação,NA,1518-7039,2317-6091,Portuguese,Centro Universitário Salesiano de São Paulo,Brazil,FALSE,FALSE,2012-12-06T11:41:55Z,NA
Boletim de Pesquisa NELIC,Boletim de Pesquisa do NELIC,1518-7284,1984-784X,"French, Portuguese, Spanish",Universidade Federal de Santa Catarina,Brazil,FALSE,FALSE,2016-10-12T10:09:10Z,NA
Crop Breeding and Applied Biotechnology,CBAB,1518-7853,1984-7033,English,Brazilian Society of Plant Breeding,Brazil,FALSE,FALSE,2009-05-26T15:10:26Z,NA
Educação em Revista,NA,1518-7926,2236-5192,Portuguese,Universidade Estadual Paulista,Brazil,FALSE,FALSE,2020-09-04T18:56:29Z,NA
Revista Liberato,NA,1518-8043,2178-8820,"Portuguese, English",Fundação Escola Técnica Liberato Salzano Vieira da Cunha,Brazil,FALSE,FALSE,2020-07-22T15:48:28Z,NA
Revista Interdisciplinar de Direito,NA,1518-8167,2447-4290,"English, French, Portuguese, Spanish",Centro Universitário de Valença,Brazil,FALSE,FALSE,2018-08-07T21:46:25Z,NA
Alceu,Revista Alceu,1518-8728,2175-7402,Portuguese,Pontifícia Universidade Católica do Rio de Janeiro (PUC-Rio),Brazil,FALSE,FALSE,2020-07-23T17:06:55Z,NA
Synergies Brésil,NA,1518-8779,NA,"French, Portuguese",Groupe d’Etudes et de Recherches pour le Français Langue Internationale (GERFLINT),France,FALSE,FALSE,2011-09-19T12:02:33Z,NA
Investigações em Ensino de Ciências,IENCI,1518-8795,NA,"English, Portuguese, Spanish",Universidade Federal do Rio Grande do Sul,Brazil,FALSE,FALSE,2008-06-25T13:49:00Z,NA
Libertas,NA,1518-9325,1980-8518,"Spanish, English, Portuguese",Universidade Federal de Juiz de Fora,Brazil,FALSE,FALSE,2021-05-07T19:45:46Z,NA
Desenvolvimento e Meio Ambiente,Desenvolvimento & Meio Ambiente,1518-952X,2176-9109,"English, French, Portuguese, Spanish",Universidade Federal do Paraná,Brazil,FALSE,FALSE,2011-07-25T10:07:15Z,NA
Pós: Revista do Programa de Pós-Graduação em Arquitetura e Urbanismo da FAUUSP,Pós: Revista do Programa de Pós-Graduação em Arquitetura e Urbanismo da Faculdade de Arquitetura e Urbanismo da Universidade de São Paulo,1518-9554,2317-2762,"English, Portuguese",Universidade de São Paulo (USP),Brazil,FALSE,FALSE,2017-03-09T16:59:43Z,NA
Revista Adm.Made,NA,1518-9929,2237-5139,"English, Portuguese, Spanish",MADE - Mestrado em Administração e Desenvolvimento Empresarial,Brazil,FALSE,FALSE,2016-10-23T11:25:24Z,NA
Pesquisa Brasileira em Odontopediatria e Clínica Integrada,Brazilian Research in Pediatric Dentistry and Integrated Clinic,1519-0501,1983-4632,"English, Portuguese",Association of Support to Oral Health Research (APESB),Brazil,TRUE,FALSE,2019-04-14T20:26:47Z,130
Contexto,Revista Contexto,1519-0544,2358-9566,Portuguese,Universidade Federal do Espírito Santo,Brazil,FALSE,FALSE,2020-07-10T23:29:43Z,NA
Ciberlegenda,NA,NA,1519-0617,Portuguese,Universidade Federal Fluminense,Brazil,FALSE,FALSE,2012-04-26T13:46:55Z,NA
Interfaces Brasil/Canadá,Interfaces Brazil/Canada,1519-0994,1984-5677,"English, French, Portuguese, Spanish",Associação Brasileira de Estudos Canadenses,Brazil,FALSE,FALSE,2017-10-05T15:08:13Z,NA
Phyllomedusa: Journal of Herpetology,NA,1519-1397,2316-9079,English,Universidade de São Paulo,Brazil,FALSE,FALSE,2008-11-25T17:21:25Z,NA
Revista Brasileira de Geomorfologia,RBG,1519-1540,2236-5664,"English, Portuguese",União da Geomorfologia Brasileira,Brazil,FALSE,FALSE,2014-05-29T14:19:29Z,NA
Cinergis,NA,1519-2512,2177-4005,Portuguese,Universidade de Santa Cruz do Sul,Brazil,FALSE,FALSE,2016-06-03T14:02:18Z,NA
Virus Reviews & Research,VRR,1519-2563,2357-9323,English,Sociedade Brasileira de Virologia,Brazil,FALSE,FALSE,2014-09-03T15:33:47Z,NA
Cena,Revista Cena,1519-275X,2236-3254,"English, French, Portuguese, Spanish",Universidade Federal do Rio Grande do Sul - UFRGS,Brazil,FALSE,FALSE,2020-09-08T15:53:13Z,NA
Galáxia,Revista do Programa de Pós-Graduação em Comunicação e Semiótica,1519-311X,1982-2553,"English, French, Italian, Portuguese, Spanish",Pontíficia Universidade Católica de São Paulo,Brazil,FALSE,FALSE,2011-02-23T13:40:36Z,NA
OPSIS : Revista do Departamento de História e Ciências Sociais,OPSIS : Revista do Departamento de Historia e Ciencias Sociais,1519-3276,2177-5648,Portuguese,Universidade Federal de Goiás,Brazil,FALSE,FALSE,2010-09-13T09:30:34Z,NA
Educação em Foco,NA,1519-3322,2317-0093,Portuguese,Universidade do Estado de Minas Gerais,Brazil,FALSE,FALSE,2018-08-10T00:20:54Z,NA
Revista Diálogo,Diálogo,1519-3640,2238-9024,"English, Portuguese, Spanish",Centro Universitário La Salle,Brazil,FALSE,FALSE,2015-05-15T12:44:44Z,NA
Revista Brasileira de Saúde Materno Infantil,NA,1519-3829,1806-9304,"English, Portuguese",Instituto Materno Infantil de Pernambuco,Brazil,FALSE,FALSE,2004-04-23T21:31:01Z,NA
Educação Unisinos,NA,1519-387X,2177-6210,"English, Portuguese, Spanish",Universidade do Vale do Rio dos Sinos,Brazil,FALSE,FALSE,2011-10-20T08:58:22Z,NA
Revista de Educação PUC-Campinas,NA,1519-3993,2318-0870,Portuguese,Pontifícia Universidade Católica de Campinas,Brazil,FALSE,FALSE,2020-07-08T17:35:12Z,NA
Territórios e Fronteiras,Revista Territórios e Fronteiras,1519-4183,1984-9036,"English, French, Portuguese, Spanish",Universidade Federal de Mato Grosso (UFMT),Brazil,FALSE,FALSE,2012-03-13T11:57:23Z,NA
Revista Cadernos de Pesquisa em Educação,NA,1519-4507,2317-742X,"Italian, Portuguese",Universidade Federal do Espírito Santo,Brazil,FALSE,FALSE,2016-02-29T15:17:21Z,NA
Revista de Estudos Sociais,RES,1519-504X,2358-7024,Portuguese,Universidade Federal de Mato Grosso,Brazil,FALSE,FALSE,2015-07-02T14:25:11Z,NA
Evidência,"Evidência, Ciência e Biotecnologia",1519-5287,2236-6059,Portuguese,Universidade do Oeste de Santa Catarina,Brazil,FALSE,FALSE,2020-04-19T20:43:02Z,NA
Revista Uniandrade,NA,1519-5694,NA,Portuguese,Centro Universitário Campos de Andrade,Brazil,FALSE,FALSE,2013-04-18T14:34:06Z,NA
Espaço Jurídico,Espaço Jurídico: Journal of Law,1519-5899,2179-7943,"English, Portuguese, Spanish",Universidade do Oeste de Santa Catarina,Brazil,FALSE,FALSE,2017-06-07T22:59:48Z,NA
Revista Brasileira de História da Educação,RBHE,1519-5902,2238-0094,"English, Portuguese, Spanish",Sociedade Brasileira de História da Educação,Brazil,FALSE,FALSE,2016-10-26T08:38:35Z,NA
Civitas - Revista de Ciências Sociais,NA,1519-6089,1984-7289,Portuguese,Pontifícia Universidade Católica do Rio Grande do Sul (EDIPUCRS),Brazil,FALSE,FALSE,2019-05-12T19:29:46Z,NA
Revista Espaço Acadêmico,NA,1519-6186,NA,Portuguese,Universidade Estadual de Maringá,Brazil,FALSE,FALSE,2010-09-15T12:53:00Z,NA
Linguagem: Estudos e Pesquisas,NA,1519-6240,2358-1042,Portuguese,Universidade Federal de Goiás,Brazil,FALSE,FALSE,2016-06-09T15:12:28Z,NA
Revista da Fundarte,Revista da Fundação Municipal de Artes de Montenegro,1519-6569,2319-0868,"Portuguese, Spanish",Editora da FUNDARTE,Brazil,FALSE,FALSE,2020-07-31T08:26:28Z,NA
Labirinto,NA,NA,1519-6674,Portuguese,Universidade Federal de Rondônia,Brazil,FALSE,FALSE,2020-08-21T17:00:55Z,NA
Extraprensa,Revista Extraprensa,1519-6895,2236-3467,Portuguese,Centro de Estudos Latino-Americanos sobre Cultura e Comunicação,Brazil,FALSE,TRUE,2020-05-27T15:19:12Z,NA
Brazilian Journal of Biology,NA,1519-6984,1678-4375,English,Instituto Internacional de Ecologia,Brazil,TRUE,FALSE,2004-04-23T21:31:00Z,680
Ciências Sociais Unisinos,NA,1519-7050,NA,Portuguese,Universidade do Vale do Rio dos Sinos,Brazil,FALSE,FALSE,2013-06-19T16:20:11Z,NA
Revista Contabilidade & Finanças,Revista Contabilidade e Finanças,1519-7077,1808-057X,"English, Portuguese",Universidade de São Paulo,Brazil,FALSE,FALSE,2008-06-19T14:41:45Z,NA
Emancipação,Revista Emancipação,1519-7611,1982-7814,Portuguese,Universidade Estadual de Ponta Grossa,Brazil,FALSE,FALSE,2020-08-18T17:22:20Z,NA
Oculum Ensaios,NA,1519-7727,2318-0919,"English, Portuguese, Spanish",Núcleo de  Editoração da PUC Campinas,Brazil,FALSE,TRUE,2016-12-18T17:48:46Z,NA
Debates do NER,NA,1519-843X,1982-8136,"English, Portuguese, Spanish",Universidade Federal do Rio Grande do Sul,Brazil,FALSE,FALSE,2015-05-07T13:24:13Z,NA
Pensar,Revista Pensar,1519-8464,2317-2150,"Portuguese, English, Spanish, Italian, French",Universidade de Fortaleza,Brazil,FALSE,FALSE,2016-08-06T11:37:34Z,NA
Geologia USP. Série Científica,NA,1519-874X,2316-9095,"English, Portuguese",Universidade de São Paulo,Brazil,FALSE,FALSE,2020-06-08T15:19:46Z,NA
Política e Gestão Educacional,NA,NA,1519-9029,"English, Portuguese, Spanish",Universidade Estadual Paulista,Brazil,FALSE,FALSE,2017-06-24T21:00:53Z,NA
Revista Brasileira de História da Matemática,RBHM,1519-955X,2675-7079,"English, Portuguese, Spanish",Sociedade Brasileira de História da Matemáticas (SBHMat),Brazil,FALSE,FALSE,2020-12-18T20:35:21Z,NA
Fragmentum,NA,1519-9894,2179-2194,"English, French, Portuguese, Spanish",Universidade Federal de Santa Maria (UFSM),Brazil,FALSE,FALSE,2019-02-15T15:15:57Z,NA
Revista Brasileira de Saúde e Produção Animal,NA,1519-9940,1519-9940,"English, Portuguese",Universidade Federal da Bahia,Brazil,TRUE,FALSE,2017-01-19T13:06:41Z,42.542719999999996
Optometric Education,NA,1521-4230,1933-8880,English,Association of Schools and Colleges of Optometry,United States,FALSE,FALSE,2010-06-15T13:24:30Z,NA
Journal of Religion and Society,NA,NA,1522-5658,English,Creighton University,United States,FALSE,FALSE,2003-09-17T00:00:00Z,NA
Composition Forum,NA,1522-7502,NA,English,Association of Teachers of Advanced Composition,United States,FALSE,FALSE,2006-08-01T13:26:13Z,NA
Neoplasia: An International Journal for Oncology Research,NA,1522-8002,1476-5586,English,Elsevier,United States,TRUE,TRUE,2008-04-04T17:09:04Z,2500
"Arctic, Antarctic, and Alpine Research",AAAR,1523-0430,1938-4246,English,Taylor & Francis Group,United Kingdom,TRUE,TRUE,2018-07-03T08:17:40Z,1950
The Ochsner Journal,NA,1524-5012,NA,English,Ochsner Clinic Foundation,United States,FALSE,FALSE,2020-01-20T12:55:23Z,NA
Journal of Graph Algorithms and Applications,NA,NA,1526-1719,English,Brown University,United States,FALSE,FALSE,2021-04-06T15:55:42Z,NA
New Waves: Educational Research & Development,NA,1526-8659,NA,English,Chinese American Educational Research and Development Association,United States,FALSE,FALSE,2011-03-09T13:12:10Z,NA
Journal of Applied Clinical Medical Physics,NA,NA,1526-9914,English,Wiley,United States,TRUE,TRUE,2017-12-05T11:17:23Z,3575
Journal of Global Buddhism,NA,1527-6457,NA,English,University of Lucerne,Switzerland,FALSE,FALSE,2003-09-17T00:00:00Z,NA
Advances in Social Work,NA,1527-8565,2331-4125,English,Indiana University School of Social Work,United States,FALSE,FALSE,2008-09-25T16:52:41Z,NA
Journal of the Scholarship of Teaching and Learning,JoSoTL,NA,1527-9316,English,Indiana University Office of Scholarly Publishing,United States,FALSE,FALSE,2019-03-07T10:10:49Z,NA
Journal of Social Structure,NA,NA,1529-1227,English,Exeley Inc.,United States,FALSE,FALSE,2020-05-18T10:50:20Z,NA
RBM,"A Journal of Rare Books, Manuscripts, and Cultural Heritage",1529-6407,2150-668X,English,Association of College and Research Libraries,United States,FALSE,FALSE,2021-05-04T14:56:06Z,NA
Issues in Information Systems,NA,1529-7314,NA,English,IACIS,United States,FALSE,FALSE,2020-01-16T15:13:48Z,NA
International Journal of Education and the Arts,NA,NA,1529-8094,English,Pennsylvania State University,United States,FALSE,FALSE,2003-09-24T00:00:00Z,NA
Atmospheric Science Letters,ASL,NA,1530-261X,English,Wiley,United Kingdom,TRUE,TRUE,2016-02-15T15:54:47Z,1370.916
Reviews in Cardiovascular Medicine,NA,1530-6550,2153-8174,English,IMR (Innovative Medical Research) Press Limited,Hong Kong,TRUE,TRUE,2020-10-19T07:11:15Z,1250
Wireless Communications and Mobile Computing,NA,1530-8669,1530-8677,English,Hindawi-Wiley,United Kingdom,TRUE,TRUE,2017-06-02T12:21:51Z,2300
INFORMS Transactions on Education,ITE,NA,1532-0545,English,Institute for Operations Research and the Management Sciences (INFORMS),United States,FALSE,FALSE,2008-01-14T17:30:26Z,NA
Pathology and Oncology Research,NA,NA,1532-2807,English,Frontiers Media S.A.,Switzerland,TRUE,TRUE,2021-04-30T12:21:41Z,2500
Breast,NA,NA,1532-3080,English,Elsevier,United Kingdom,TRUE,TRUE,2020-09-25T11:24:03Z,2100
Technology in Cancer Research & Treatment,NA,1533-0346,1533-0338,English,SAGE Publishing,United States,TRUE,TRUE,2020-05-27T13:02:19Z,2200
The Reading Matrix : an International Online Journal,NA,NA,1533-242X,English,Meena Singhal & John I. Liontas,United States,FALSE,FALSE,2003-09-29T00:00:00Z,NA
Philosophers' Imprint,NA,NA,1533-628X,English,Michigan Publishing,United States,FALSE,FALSE,2019-04-15T16:10:08Z,NA
"Journal of College Orientation, Transition, and Retention",The Journal of College Orientation and Transition,1534-2263,2690-4535,English,University of Minnesota Libraries Publishing,United States,FALSE,FALSE,2021-05-13T09:42:25Z,NA
Integrative Cancer Therapies,NA,1534-7354,1552-695X,English,SAGE Publishing,United States,TRUE,TRUE,2016-12-06T15:41:08Z,2000
Journal of Vision,NA,NA,1534-7362,English,The Association for Research in Vision and Ophthalmology,United States,TRUE,TRUE,2003-04-09T00:00:00Z,1850
Molecular & Cellular Proteomics,NA,1535-9476,1535-9484,English,Elsevier,United States,TRUE,TRUE,2021-02-15T13:50:16Z,2500
Molecular Imaging,NA,NA,1536-0121,English,Hindawi - SAGE Publishing,United Kingdom,TRUE,TRUE,2016-06-17T18:43:40Z,2100
Journal of Insect Science,NA,NA,1536-2442,English,Oxford University Press,United Kingdom,TRUE,TRUE,2003-11-20T00:00:00Z,1530
Journal of the Medical Library Association,JMLA,1536-5050,1558-9439,English,"University Library System, University of Pittsburgh",United States,FALSE,FALSE,2003-03-24T13:31:58Z,NA
Oklahoma Native Plant Record,NA,1536-7738,2379-4011,English,Oklahoma Native Plant Society,United States,FALSE,FALSE,2018-08-14T13:44:13Z,NA
Japanese Language and Literature,NA,1536-7827,2326-4586,English,"University Library System, University of Pittsburgh",United States,FALSE,FALSE,2020-02-24T10:38:51Z,NA
Linguistic Discovery,NA,NA,1537-0852,English,Dartmouth College Library,United States,FALSE,FALSE,2003-08-25T00:00:00Z,NA
Journal of Statistical Theory and Applications (JSTA),NA,1538-7887,2214-1766,English,Atlantis Press,France,TRUE,TRUE,2017-09-20T13:30:54Z,1002.6268500000001
Vadose Zone Journal,NA,NA,1539-1663,English,Wiley,United States,TRUE,TRUE,2019-04-01T09:13:21Z,1750
Online Journal of Rural Nursing and Health Care,NA,NA,1539-3399,English,Rural Nurse Organization and Binghamton University,United States,FALSE,FALSE,2005-02-22T12:59:33Z,NA
The Internet Journal of Allied Health Sciences & Practice,IJAHSP,NA,1540-580X,English,Nova Southeastern University,United States,FALSE,FALSE,2003-06-06T00:00:00Z,NA
eHumanista: Journal of Iberian Studies,NA,NA,1540-5877,"Catalan, English, French, Italian, Spanish",College of Letters and Science of the University of California Santa Barbara,United States,FALSE,FALSE,2018-01-13T21:55:37Z,NA
Journal of Interactive Online Learning,NA,NA,1541-4914,English,National Center for Online Learning Research,United States,FALSE,FALSE,2003-09-24T00:00:00Z,NA
Interdisciplinary Journal of Problem-based Learning,IJPBL,NA,1541-5015,English,Purdue University Press,United States,FALSE,FALSE,2010-05-19T09:32:08Z,NA
Organization Management Journal,NA,NA,1541-6518,English,Emerald Publishing,United Kingdom,FALSE,FALSE,2021-04-13T10:10:09Z,NA
Fórum Empresarial,NA,1541-8561,2475-8752,"English, Spanish",Universidad de Puerto Rico,Puerto Rico,FALSE,FALSE,2017-12-13T23:09:18Z,NA
Latin American Research Review,NA,NA,1542-4278,"English, Portuguese, Spanish",Latin American Studies Association,United States,FALSE,FALSE,2017-12-05T11:10:41Z,NA
Sociation Today,NA,NA,1542-6300,English,North Carolina Sociological Association,United States,FALSE,FALSE,2004-10-21T13:37:43Z,NA
Nineteenth-Century Art Worldwide,NA,NA,1543-1002,English,Association of Historians of Nineteenth-Century Art (AHNCA),United States,FALSE,FALSE,2019-01-28T18:04:07Z,NA
Critical Social Work,NA,NA,1543-9372,English,University of Windsor,Canada,FALSE,FALSE,2020-04-09T04:46:37Z,NA
Himalayan Linguistics,HL,NA,1544-7502,English,"eScholarship Publishing, University of California",United States,FALSE,FALSE,2015-07-20T20:56:49Z,NA
PLoS Biology,NA,1544-9173,1545-7885,English,Public Library of Science (PLoS),United States,TRUE,TRUE,2003-10-09T00:00:00Z,4000
"Action, Criticism and Theory for Music Education",NA,1545-4517,NA,English,The MayDay Group,United States,FALSE,FALSE,2005-11-15T09:52:21Z,NA
Californian Journal of Health Promotion,NA,NA,1545-8725,English,Californian Journal of Health Promotion,United States,TRUE,FALSE,2008-05-14T14:48:12Z,300
Pediatric Rheumatology Online Journal,Pediatric Rheumatology,NA,1546-0096,English,BMC,United Kingdom,TRUE,TRUE,2007-04-02T14:23:45Z,2591.0312400000003
San Francisco Estuary and Watershed Science,SFEWS,NA,1546-2366,English,"eScholarship Publishing, University of California",United States,FALSE,FALSE,2003-11-28T00:00:00Z,NA
"Concepts in Magnetic Resonance: Part A, Bridging Education and Research",Concepts in Magnetic Resonance Part A,1546-6086,1552-5023,English,Hindawi-Wiley,United Kingdom,TRUE,TRUE,2019-11-04T16:27:15Z,1650
Slayage,NA,NA,1546-9212,English,Whedon Studies Association,United States,FALSE,FALSE,2020-02-24T16:11:30Z,NA
